Soil_Type,Soil_pH,Organic_Carbon,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Recommended_Fertilizer,Dosage_kg_ropani
Loamy,5.72,1.1,147,82,85,17.0,68.96,279.08,Maize,Flowering,Spring,Rainfed,SSP,2.21
Loamy,6.57,3.26,37,14,116,26.98,71.69,500.69,Rice,Sowing,Spring,Rainfed,Urea,2.2
Clay,6.03,0.56,153,10,18,15.97,50.53,170.49,Sugarcane,Flowering,Winter,Drip,DAP,1.09
Sandy,6.76,2.29,23,20,45,32.51,81.56,1421.12,Potato,Harvest,Summer,Canal,Urea,1.3
Sandy,4.96,2.62,136,13,28,14.65,53.78,281.3,Sugarcane,Sowing,Winter,Rainfed,DAP,2.38
Silt,8.49,0.65,31,47,16,24.85,53.75,268.95,Rice,Harvest,Spring,Canal,Urea,1.0
Loamy,6.2,0.76,131,26,26,7.18,30.33,281.76,Potato,Harvest,Winter,Drip,DAP,0.51
Sandy,5.89,1.63,56,77,57,27.2,76.65,1859.16,Wheat,Harvest,Summer,Rainfed,Urea,0.89
Clay,7.34,0.48,21,41,60,6.56,40.94,291.72,Wheat,Flowering,Winter,Canal,Urea,2.37
Clay,5.96,0.81,22,14,96,5.88,26.31,63.85,Maize,Sowing,Winter,Sprinkler,Urea,3.65
Loamy,7.83,1.46,104,31,85,14.41,39.98,73.35,Sugarcane,Flowering,Winter,Canal,DAP,1.21
Clay,6.32,0.9,58,87,80,34.38,90.34,897.67,Cotton,Harvest,Summer,Rainfed,Urea,0.63
Clay,7.38,0.99,96,76,30,24.09,65.13,2598.57,Maize,Sowing,Summer,Sprinkler,MOP,1.19
Loamy,4.93,0.91,131,20,87,24.51,50.98,435.18,Rice,Vegetative,Spring,Drip,DAP,1.9
Silt,7.88,0.46,37,34,67,37.52,80.61,2977.76,Wheat,Flowering,Summer,Canal,Urea,3.55
Silt,7.44,0.73,32,51,104,17.07,28.76,212.72,Maize,Sowing,Winter,Rainfed,Urea,4.32
Clay,5.35,0.89,33,44,98,29.26,71.51,1695.13,Potato,Sowing,Summer,Rainfed,Urea,5.48
Silt,5.08,1.61,60,88,84,24.22,73.32,669.71,Cotton,Sowing,Spring,Sprinkler,Compost,340.38
Silt,5.77,1.58,59,68,84,25.78,87.3,824.12,Wheat,Harvest,Summer,Canal,Urea,0.63
Clay,8.4,0.75,108,57,16,17.6,61.97,450.25,Potato,Vegetative,Spring,Sprinkler,MOP,5.22
Silt,5.53,3.16,120,12,116,23.18,66.29,1173.54,Cotton,Harvest,Summer,Sprinkler,DAP,0.51
Clay,6.32,0.34,67,33,71,10.6,50.14,176.19,Cotton,Harvest,Winter,Sprinkler,DAP,0.51
Sandy,4.62,0.47,29,78,76,6.55,28.42,34.99,Wheat,Harvest,Winter,Rainfed,Urea,1.45
Loamy,6.09,0.64,140,42,24,11.66,40.4,46.73,Cotton,Vegetative,Winter,Sprinkler,MOP,1.29
Loamy,6.79,0.5,73,79,76,24.72,89.95,2235.56,Maize,Vegetative,Summer,Rainfed,NPK,13.7
Silt,8.31,2.97,68,56,62,9.53,40.63,269.78,Wheat,Harvest,Winter,Canal,Zinc Sulphate,1.05
Silt,6.57,0.25,103,62,50,9.87,54.15,264.6,Wheat,Vegetative,Winter,Canal,NPK,8.53
Silt,7.78,0.43,69,54,26,30.32,90.14,2146.57,Wheat,Flowering,Summer,Sprinkler,MOP,0.74
Loamy,6.69,0.58,116,80,66,17.74,53.32,246.65,Sugarcane,Sowing,Spring,Drip,SSP,2.46
Sandy,4.66,3.13,87,66,53,23.95,67.71,620.49,Sugarcane,Flowering,Spring,Canal,Compost,168.55
Sandy,5.76,2.84,118,79,80,13.08,44.65,126.46,Tomato,Harvest,Winter,Canal,Compost,76.31
Loamy,6.8,2.61,103,49,84,14.34,33.64,270.58,Wheat,Vegetative,Winter,Sprinkler,NPK,4.17
Sandy,8.3,0.44,153,12,73,17.86,50.66,271.4,Potato,Sowing,Spring,Drip,DAP,2.73
Loamy,7.94,0.94,153,58,119,6.44,32.22,190.29,Maize,Vegetative,Winter,Drip,Zinc Sulphate,0.81
Sandy,5.41,0.24,79,23,29,20.7,46.17,630.06,Cotton,Harvest,Spring,Sprinkler,DAP,0.57
Clay,5.38,0.6,100,29,10,5.46,28.85,247.59,Maize,Flowering,Winter,Sprinkler,DAP,1.21
Clay,5.3,2.32,132,87,105,17.93,47.7,145.41,Sugarcane,Sowing,Winter,Canal,Compost,341.22
Loamy,8.19,0.79,36,75,111,8.03,45.72,60.62,Cotton,Vegetative,Winter,Canal,Urea,4.8
Sandy,7.91,0.39,150,34,94,27.39,89.99,2533.3,Sugarcane,Vegetative,Summer,Drip,DAP,3.57
Silt,7.6,0.77,129,13,40,25.17,59.04,461.58,Tomato,Vegetative,Spring,Canal,DAP,3.25
Sandy,6.07,0.46,53,50,26,35.26,69.58,1358.54,Potato,Sowing,Summer,Drip,Urea,4.48
Clay,6.52,0.71,81,72,98,5.7,43.3,147.11,Cotton,Flowering,Winter,Sprinkler,SSP,1.52
Clay,6.36,0.83,106,57,50,25.19,59.82,444.93,Wheat,Harvest,Spring,Sprinkler,Compost,76.31
Sandy,5.51,0.65,142,64,106,28.89,83.91,2479.99,Wheat,Flowering,Summer,Drip,Compost,165.13
Sandy,6.52,1.66,142,11,85,20.89,68.9,703.43,Wheat,Vegetative,Spring,Drip,DAP,1.83
Silt,4.62,0.93,146,32,37,7.47,26.23,153.47,Cotton,Harvest,Winter,Sprinkler,DAP,0.51
Silt,5.03,2.76,101,57,58,5.51,47.88,178.75,Rice,Flowering,Winter,Drip,Compost,76.31
Sandy,8.05,1.34,79,24,99,10.09,44.26,58.51,Wheat,Harvest,Winter,Rainfed,DAP,0.51
Sandy,7.51,2.28,64,60,109,25.98,65.43,2313.56,Maize,Flowering,Summer,Rainfed,DAP,0.97
Sandy,6.19,0.85,94,33,64,15.43,53.92,297.68,Wheat,Vegetative,Winter,Sprinkler,DAP,1.4
Sandy,6.57,0.2,122,29,17,9.44,42.62,95.92,Sugarcane,Vegetative,Winter,Rainfed,DAP,3.38
Loamy,5.98,1.0,28,65,41,25.3,56.0,610.59,Wheat,Flowering,Spring,Drip,Urea,1.92
Sandy,7.46,0.66,54,47,60,10.77,34.12,83.61,Wheat,Harvest,Winter,Drip,Urea,0.69
Silt,7.64,0.35,29,34,99,31.87,90.44,1510.19,Rice,Flowering,Summer,Drip,Urea,2.72
Clay,7.55,0.78,123,61,78,25.9,68.51,171.39,Rice,Harvest,Spring,Rainfed,MOP,0.41
Loamy,7.39,1.49,146,60,116,13.78,36.45,172.24,Sugarcane,Sowing,Winter,Rainfed,NPK,10.58
Sandy,5.32,2.26,135,56,47,33.31,86.69,2000.07,Potato,Vegetative,Summer,Sprinkler,Compost,200.24
Clay,5.85,0.69,64,77,86,23.51,50.9,342.51,Maize,Harvest,Spring,Rainfed,Compost,116.58
Loamy,6.38,0.91,96,89,28,11.62,30.28,175.05,Maize,Sowing,Winter,Rainfed,MOP,1.03
Clay,5.82,1.73,137,73,15,24.67,80.93,1124.0,Cotton,Harvest,Summer,Rainfed,MOP,0.41
Sandy,7.52,0.63,72,52,54,17.97,60.14,716.1,Rice,Harvest,Spring,Canal,Compost,124.66
Sandy,5.82,0.38,103,80,79,16.2,46.69,148.75,Tomato,Flowering,Winter,Rainfed,SSP,3.05
Silt,5.05,0.57,21,66,25,24.68,86.92,1795.64,Sugarcane,Sowing,Summer,Sprinkler,Urea,8.14
Sandy,6.1,1.13,151,48,63,16.26,46.23,238.41,Tomato,Vegetative,Winter,Sprinkler,NPK,7.37
Sandy,8.42,0.41,38,38,102,18.56,47.3,161.91,Wheat,Harvest,Spring,Sprinkler,Urea,0.93
Loamy,5.4,0.63,118,35,91,5.13,31.02,169.5,Maize,Sowing,Winter,Rainfed,DAP,1.9
Silt,6.95,0.8,158,23,41,22.59,67.83,2738.63,Cotton,Flowering,Summer,Canal,DAP,1.35
Loamy,6.23,2.26,102,73,38,15.11,29.75,194.62,Cotton,Vegetative,Winter,Rainfed,MOP,1.03
Clay,4.78,1.45,88,56,116,33.78,80.86,1726.62,Tomato,Harvest,Summer,Drip,Compost,76.31
Sandy,6.45,0.75,159,29,61,19.09,53.49,504.41,Wheat,Flowering,Spring,Rainfed,DAP,1.21
Clay,7.31,1.4,143,16,90,10.99,27.31,225.41,Cotton,Flowering,Winter,Sprinkler,DAP,0.87
Loamy,6.55,0.41,103,18,115,17.85,52.36,36.76,Tomato,Sowing,Winter,Canal,DAP,1.64
Sandy,7.99,0.4,137,76,78,32.62,73.74,2647.05,Rice,Vegetative,Summer,Rainfed,Zinc Sulphate,1.85
Sandy,5.66,1.96,136,62,105,16.52,70.01,623.09,Sugarcane,Harvest,Spring,Sprinkler,Compost,91.32
Loamy,4.84,0.86,37,74,38,11.28,31.99,184.07,Tomato,Harvest,Winter,Rainfed,Urea,1.24
Loamy,8.25,0.44,20,39,102,29.59,94.18,2098.56,Rice,Flowering,Summer,Sprinkler,Urea,3.05
Loamy,6.01,0.83,126,75,115,35.51,90.71,1222.13,Sugarcane,Harvest,Summer,Canal,SSP,0.98
Loamy,6.81,1.9,23,24,12,34.89,87.0,2078.43,Potato,Harvest,Summer,Sprinkler,Urea,1.07
Loamy,7.67,3.17,31,84,60,17.83,35.32,268.73,Wheat,Harvest,Winter,Sprinkler,Urea,0.55
Sandy,5.8,2.41,120,79,77,18.55,47.56,554.21,Rice,Vegetative,Spring,Drip,NPK,5.88
Loamy,7.36,0.94,98,79,53,17.72,68.36,644.35,Tomato,Sowing,Spring,Rainfed,MOP,2.35
Sandy,5.04,3.14,71,66,34,14.81,33.42,34.69,Wheat,Sowing,Winter,Drip,MOP,0.54
Sandy,5.67,0.86,118,34,31,20.92,49.9,621.7,Maize,Vegetative,Spring,Sprinkler,DAP,2.25
Loamy,5.08,0.99,109,32,51,8.23,37.41,139.4,Cotton,Flowering,Winter,Rainfed,DAP,1.07
Loamy,7.74,1.37,34,21,84,31.37,93.01,1913.16,Potato,Sowing,Summer,Drip,Urea,4.31
Silt,5.39,0.75,155,57,17,35.89,75.41,1677.01,Sugarcane,Sowing,Summer,Canal,MOP,3.85
Sandy,7.37,0.3,49,19,100,12.0,46.42,280.08,Cotton,Harvest,Winter,Drip,Urea,0.76
Loamy,8.27,0.66,146,26,53,17.9,51.12,125.35,Wheat,Sowing,Winter,Sprinkler,DAP,1.33
Loamy,6.61,1.89,145,61,119,25.29,92.03,1063.19,Tomato,Vegetative,Summer,Sprinkler,NPK,7.11
Loamy,6.66,0.45,114,11,62,23.79,74.76,1716.76,Cotton,Harvest,Summer,Rainfed,DAP,0.52
Silt,6.34,0.39,27,69,95,26.32,86.98,960.08,Sugarcane,Vegetative,Summer,Sprinkler,Urea,9.86
Silt,5.8,0.58,112,66,76,26.81,41.21,599.82,Wheat,Sowing,Spring,Drip,NPK,4.91
Clay,6.4,0.24,35,82,36,16.36,43.85,684.0,Sugarcane,Flowering,Spring,Drip,Urea,4.13
Sandy,6.91,2.39,132,56,20,16.15,30.48,153.86,Maize,Harvest,Winter,Sprinkler,MOP,0.41
Clay,8.44,0.54,64,80,36,6.27,45.59,295.02,Tomato,Vegetative,Winter,Canal,MOP,4.06
Loamy,8.25,0.36,157,22,16,14.18,35.58,83.82,Tomato,Flowering,Winter,Sprinkler,DAP,1.57
Silt,7.95,1.38,69,83,100,22.91,87.09,1017.29,Sugarcane,Vegetative,Summer,Canal,Zinc Sulphate,1.2
Silt,8.06,1.32,79,31,84,9.49,54.42,47.62,Cotton,Vegetative,Winter,Rainfed,DAP,2.27
Clay,6.37,0.23,87,37,66,30.5,65.55,1715.02,Rice,Vegetative,Summer,Drip,DAP,1.53
Silt,7.13,0.5,146,64,98,5.09,33.97,262.04,Wheat,Flowering,Winter,Sprinkler,SSP,1.84
Loamy,8.08,2.65,99,59,48,36.99,75.83,1471.84,Maize,Flowering,Summer,Sprinkler,Zinc Sulphate,0.99
Silt,6.07,0.7,30,87,60,24.36,66.11,569.7,Rice,Harvest,Spring,Drip,Urea,0.71
Clay,8.35,2.63,105,28,89,22.63,65.58,2836.2,Rice,Sowing,Summer,Drip,DAP,1.22
Loamy,6.16,0.56,47,10,30,23.95,94.91,1626.55,Rice,Vegetative,Summer,Sprinkler,Urea,3.35
Clay,6.9,0.48,82,14,99,23.93,49.17,411.57,Wheat,Harvest,Spring,Drip,DAP,0.51
Silt,7.34,0.48,137,65,36,10.25,25.22,264.49,Wheat,Harvest,Winter,Rainfed,MOP,0.41
Clay,8.3,0.31,146,23,66,16.24,62.9,456.74,Tomato,Vegetative,Spring,Drip,DAP,2.58
Clay,5.48,1.59,92,73,60,29.24,68.67,2467.29,Tomato,Harvest,Summer,Drip,Compost,76.31
Sandy,7.48,1.57,85,78,118,8.05,40.47,157.46,Rice,Vegetative,Winter,Canal,NPK,7.59
Silt,6.58,2.86,47,31,26,15.65,29.52,168.84,Tomato,Vegetative,Winter,Sprinkler,Urea,2.89
Silt,5.57,1.29,79,53,40,9.39,26.33,255.67,Sugarcane,Vegetative,Winter,Canal,NPK,17.7
Clay,7.61,3.31,147,58,23,36.94,81.28,1966.54,Sugarcane,Flowering,Summer,Drip,MOP,1.44
Sandy,6.71,3.36,44,45,96,15.76,45.95,229.41,Rice,Harvest,Winter,Drip,Urea,0.51
Silt,7.14,3.18,44,78,11,5.01,46.97,101.59,Tomato,Sowing,Winter,Canal,Urea,2.79
Loamy,5.79,0.47,77,43,99,26.99,64.47,615.87,Sugarcane,Flowering,Spring,Canal,SSP,3.34
Clay,6.43,0.7,57,46,35,22.39,52.08,719.6,Rice,Flowering,Spring,Canal,Urea,1.77
Silt,6.97,1.53,65,60,31,9.0,38.82,34.56,Wheat,Harvest,Winter,Sprinkler,MOP,0.41
Loamy,6.12,1.04,132,46,115,8.14,45.31,159.52,Potato,Harvest,Winter,Canal,DAP,0.51
Silt,5.29,3.34,119,34,37,19.73,56.62,326.94,Sugarcane,Flowering,Spring,Canal,DAP,1.08
Loamy,8.35,1.86,151,14,15,24.84,54.13,372.35,Tomato,Vegetative,Spring,Drip,DAP,2.19
Clay,6.55,0.82,43,17,112,8.04,41.15,261.91,Maize,Vegetative,Winter,Rainfed,Urea,4.28
Silt,7.44,1.78,74,62,28,27.06,88.72,2348.99,Wheat,Flowering,Summer,Rainfed,MOP,0.67
Silt,6.14,1.65,91,36,65,30.12,71.04,1372.26,Potato,Sowing,Summer,Sprinkler,DAP,1.57
Sandy,5.92,0.4,146,70,30,18.35,73.16,754.98,Rice,Flowering,Spring,Rainfed,MOP,1.55
Clay,6.13,1.61,84,74,51,22.67,79.55,2872.19,Maize,Flowering,Summer,Canal,NPK,5.22
Loamy,6.14,0.88,87,80,29,24.37,83.22,1966.19,Potato,Flowering,Summer,Canal,MOP,2.68
Silt,6.68,2.84,159,54,104,37.79,69.81,2628.91,Maize,Harvest,Summer,Drip,Zinc Sulphate,0.48
Silt,6.67,3.27,89,12,100,37.44,88.36,1603.1,Wheat,Flowering,Summer,Rainfed,DAP,1.23
Loamy,6.49,0.73,73,70,88,22.08,73.98,1020.46,Maize,Flowering,Summer,Rainfed,MOP,0.57
Clay,5.04,0.74,22,59,53,5.89,43.89,271.88,Potato,Flowering,Winter,Drip,Urea,3.22
Sandy,6.48,0.89,52,57,40,7.43,42.9,288.18,Sugarcane,Flowering,Winter,Drip,Urea,3.45
Sandy,5.18,0.22,26,82,18,37.23,71.33,2282.17,Maize,Harvest,Summer,Rainfed,Urea,2.36
Silt,5.0,0.85,124,56,59,24.02,51.2,526.03,Maize,Vegetative,Spring,Sprinkler,Compost,278.73
Loamy,8.23,0.58,20,23,90,32.23,81.75,817.07,Cotton,Flowering,Summer,Canal,Urea,3.08
Silt,6.92,2.97,100,28,92,15.52,46.42,266.33,Maize,Sowing,Spring,Canal,DAP,1.19
Loamy,7.14,0.31,58,71,41,35.89,77.31,1845.64,Maize,Vegetative,Summer,Rainfed,Urea,6.89
Sandy,6.11,0.8,143,15,83,12.22,44.97,267.48,Sugarcane,Vegetative,Winter,Rainfed,DAP,3.04
Clay,8.14,2.69,30,16,49,8.79,30.99,186.61,Maize,Vegetative,Winter,Drip,Urea,3.8
Loamy,7.05,1.72,120,22,61,25.91,52.8,581.4,Maize,Harvest,Spring,Sprinkler,DAP,0.51
Sandy,7.58,2.37,64,55,78,20.83,63.43,794.0,Potato,Harvest,Spring,Drip,SSP,0.91
Silt,5.97,0.97,150,42,86,23.28,64.41,685.24,Wheat,Sowing,Spring,Canal,Compost,302.87
Loamy,8.34,0.56,79,50,36,29.28,92.61,1224.16,Cotton,Sowing,Summer,Sprinkler,MOP,1.29
Clay,7.78,0.68,111,82,11,30.25,91.4,2180.23,Maize,Vegetative,Summer,Sprinkler,MOP,2.01
Silt,7.92,0.32,77,88,10,17.88,72.34,634.73,Rice,Vegetative,Spring,Canal,MOP,3.42
Silt,5.19,1.59,130,78,17,23.8,70.86,285.23,Cotton,Vegetative,Spring,Drip,MOP,1.3
Sandy,5.58,0.62,53,38,19,25.04,50.09,719.49,Sugarcane,Flowering,Spring,Sprinkler,Urea,4.63
Loamy,5.64,1.28,80,16,101,10.43,33.06,150.04,Maize,Flowering,Winter,Drip,DAP,1.07
Silt,5.58,0.66,140,14,78,29.82,79.5,2954.72,Potato,Flowering,Summer,Drip,DAP,2.19
Clay,7.92,0.8,129,20,75,21.15,55.93,491.76,Wheat,Flowering,Spring,Drip,DAP,0.87
Loamy,4.63,0.92,144,51,50,9.9,38.2,239.21,Wheat,Vegetative,Winter,Rainfed,Compost,248.84
Clay,4.8,1.3,34,14,57,23.03,66.15,728.04,Sugarcane,Sowing,Spring,Drip,Urea,5.96
Silt,5.6,0.47,23,56,90,16.39,38.38,229.75,Tomato,Sowing,Winter,Drip,Urea,3.57
Clay,5.3,0.72,42,11,57,20.93,72.08,364.39,Sugarcane,Harvest,Spring,Sprinkler,Urea,1.52
Sandy,5.43,0.37,99,52,42,16.77,48.23,175.3,Rice,Harvest,Winter,Drip,Compost,119.0
Clay,7.69,0.3,35,13,98,11.41,36.02,53.58,Potato,Sowing,Winter,Rainfed,Urea,5.82
Loamy,6.75,0.99,107,72,78,9.29,29.88,280.04,Sugarcane,Sowing,Winter,Drip,MOP,0.88
Clay,4.52,0.45,72,68,101,32.67,75.78,1821.69,Sugarcane,Harvest,Summer,Sprinkler,Compost,204.63
Clay,6.22,0.28,29,39,60,24.23,74.77,2598.5,Cotton,Harvest,Summer,Canal,Urea,1.15
Sandy,6.13,2.51,72,11,73,6.39,32.54,153.01,Maize,Harvest,Winter,Sprinkler,DAP,0.51
Clay,4.96,0.89,35,83,91,22.48,73.03,1917.13,Potato,Harvest,Summer,Drip,Urea,1.3
Clay,7.2,0.38,147,52,32,26.62,51.8,190.33,Rice,Vegetative,Spring,Drip,MOP,1.65
Silt,7.31,0.27,134,27,61,26.93,81.34,1890.85,Tomato,Harvest,Summer,Canal,DAP,0.7
Silt,7.38,0.36,76,33,108,21.47,55.56,459.38,Rice,Flowering,Spring,Sprinkler,DAP,1.05
Loamy,7.41,0.81,42,46,91,17.39,31.44,128.1,Tomato,Harvest,Winter,Rainfed,Urea,0.91
Silt,4.5,1.1,59,39,84,25.94,71.48,325.39,Potato,Harvest,Spring,Rainfed,Urea,1.31
Silt,8.32,3.43,99,78,52,25.42,52.55,614.9,Tomato,Harvest,Spring,Canal,Zinc Sulphate,1.1
Silt,7.76,0.39,37,68,116,20.34,56.82,772.12,Rice,Flowering,Spring,Drip,Urea,2.54
Silt,8.12,3.49,123,32,83,33.27,89.15,2846.93,Maize,Flowering,Summer,Drip,DAP,1.2
Sandy,4.56,0.73,20,39,19,17.99,71.66,599.13,Sugarcane,Vegetative,Spring,Sprinkler,Urea,12.31
Silt,8.24,0.8,100,77,109,20.28,68.08,726.51,Sugarcane,Vegetative,Spring,Rainfed,Zinc Sulphate,1.48
Sandy,7.74,1.37,111,50,82,25.23,74.32,2757.92,Cotton,Vegetative,Summer,Rainfed,NPK,12.17
Sandy,7.85,0.63,136,60,115,5.78,46.95,199.98,Tomato,Vegetative,Winter,Drip,Zinc Sulphate,1.02
Silt,4.87,0.39,84,76,86,25.74,48.52,444.47,Cotton,Vegetative,Spring,Rainfed,Compost,453.09
Clay,7.46,2.07,37,24,96,17.96,51.37,651.57,Rice,Flowering,Spring,Drip,Urea,1.49
Sandy,8.34,0.48,109,65,10,32.77,70.7,2528.76,Potato,Flowering,Summer,Canal,MOP,5.57
Clay,7.21,0.58,33,74,25,8.87,39.11,211.94,Maize,Vegetative,Winter,Drip,Urea,4.37
Clay,6.78,2.92,38,83,28,21.82,52.35,697.98,Sugarcane,Sowing,Spring,Rainfed,Urea,4.58
Silt,8.28,3.39,101,64,85,8.87,46.26,86.89,Maize,Sowing,Winter,Drip,Zinc Sulphate,0.85
Loamy,6.27,3.23,128,85,14,25.48,71.95,612.07,Potato,Sowing,Spring,Drip,MOP,2.35
Silt,6.9,0.44,26,74,64,9.17,37.49,255.97,Tomato,Sowing,Winter,Drip,Urea,3.71
Loamy,6.41,0.66,83,11,71,19.6,74.96,480.06,Tomato,Harvest,Spring,Canal,DAP,0.54
Loamy,8.23,0.36,21,20,14,37.52,79.26,1451.76,Sugarcane,Sowing,Summer,Rainfed,Urea,12.63
Silt,4.8,0.9,26,85,16,23.5,67.07,1999.02,Maize,Vegetative,Summer,Rainfed,Urea,8.69
Silt,6.5,0.58,47,51,117,32.76,86.04,1292.57,Maize,Sowing,Summer,Drip,Urea,3.1
Loamy,7.25,1.64,111,12,87,29.1,80.55,1776.62,Rice,Sowing,Summer,Canal,DAP,1.57
Silt,7.67,0.2,100,50,42,7.14,51.69,108.28,Cotton,Flowering,Winter,Rainfed,SSP,2.94
Loamy,6.83,0.28,49,58,15,15.18,54.51,80.4,Wheat,Sowing,Winter,Drip,Urea,2.11
Clay,8.14,0.76,104,46,91,6.59,45.1,139.73,Maize,Harvest,Winter,Drip,Zinc Sulphate,0.99
Silt,8.27,1.21,55,16,15,13.25,50.91,227.25,Potato,Flowering,Winter,Rainfed,Urea,3.39
Clay,4.76,1.72,135,47,60,35.89,79.89,1865.27,Wheat,Harvest,Summer,Drip,Compost,76.31
Sandy,6.11,2.09,41,67,103,23.35,67.09,556.81,Rice,Sowing,Spring,Rainfed,Urea,2.87
Clay,4.59,0.74,98,14,21,6.61,40.24,290.67,Maize,Harvest,Winter,Sprinkler,DAP,0.59
Clay,5.82,0.26,97,70,108,18.19,56.95,605.33,Rice,Harvest,Spring,Drip,Urea,0.51
Loamy,6.65,0.6,145,18,84,24.83,74.01,2629.61,Wheat,Flowering,Summer,Drip,DAP,1.19
Clay,8.14,1.9,29,48,13,5.92,53.04,248.51,Sugarcane,Vegetative,Winter,Rainfed,Urea,8.85
Silt,7.89,0.38,41,37,86,16.82,49.95,283.89,Maize,Vegetative,Winter,Drip,Urea,4.63
Loamy,5.01,0.59,71,66,10,7.47,54.75,67.96,Rice,Harvest,Winter,Rainfed,MOP,0.59
Sandy,4.87,0.27,67,11,61,16.42,40.36,314.5,Potato,Sowing,Spring,Sprinkler,DAP,3.83
Silt,6.86,0.82,88,79,111,33.08,92.14,2771.26,Wheat,Vegetative,Summer,Rainfed,NPK,10.01
Sandy,6.63,0.47,20,88,62,25.33,64.41,676.23,Maize,Vegetative,Spring,Rainfed,Urea,7.25
Clay,5.57,0.32,116,37,102,35.41,67.71,1712.16,Tomato,Vegetative,Summer,Sprinkler,DAP,2.49
Silt,8.1,0.73,90,46,23,16.29,53.63,767.71,Wheat,Flowering,Spring,Sprinkler,MOP,0.73
Silt,8.21,0.66,100,64,30,15.68,43.69,49.22,Potato,Sowing,Winter,Rainfed,MOP,4.16
Sandy,6.11,0.9,68,10,114,12.08,48.38,180.58,Tomato,Flowering,Winter,Sprinkler,DAP,1.38
Silt,8.06,2.93,114,12,40,6.01,41.29,108.38,Sugarcane,Sowing,Winter,Canal,DAP,2.1
Silt,6.04,0.35,137,80,50,17.42,32.77,253.57,Maize,Sowing,Winter,Canal,Compost,661.11
Silt,7.45,1.64,117,23,66,37.11,91.09,838.95,Rice,Harvest,Summer,Drip,DAP,0.51
Clay,6.4,0.23,93,57,16,18.53,62.15,452.41,Rice,Vegetative,Spring,Sprinkler,MOP,2.12
Sandy,4.99,0.78,56,46,70,32.93,76.3,2695.9,Tomato,Vegetative,Summer,Canal,Urea,8.22
Silt,8.21,0.96,93,12,24,26.12,61.23,605.69,Tomato,Flowering,Spring,Sprinkler,DAP,1.74
Loamy,6.32,3.15,147,58,115,29.95,91.42,1183.41,Tomato,Vegetative,Summer,Canal,NPK,6.93
Loamy,7.44,0.95,29,65,18,8.21,35.64,211.44,Rice,Harvest,Winter,Sprinkler,Urea,0.77
Loamy,5.97,0.41,121,18,102,16.18,51.82,292.1,Rice,Flowering,Winter,Canal,DAP,1.04
Loamy,4.58,0.87,72,22,69,7.19,26.68,98.79,Maize,Sowing,Winter,Rainfed,DAP,2.31
Clay,4.9,0.71,155,62,65,19.5,56.83,629.07,Sugarcane,Flowering,Spring,Rainfed,Compost,313.21
Silt,6.48,0.82,94,59,97,31.89,86.86,2168.14,Sugarcane,Flowering,Summer,Canal,SSP,2.53
Sandy,7.26,0.46,103,28,24,35.9,68.13,854.94,Rice,Flowering,Summer,Sprinkler,DAP,1.32
Silt,5.84,0.85,70,35,94,16.1,42.74,161.16,Tomato,Flowering,Winter,Canal,DAP,1.02
Clay,7.28,0.4,90,62,19,5.17,36.17,165.33,Potato,Harvest,Winter,Drip,MOP,0.8
Loamy,7.29,1.56,127,66,32,27.65,73.05,580.46,Tomato,Harvest,Spring,Rainfed,MOP,0.66
Clay,7.32,0.97,25,47,16,31.13,89.95,1678.91,Rice,Vegetative,Summer,Drip,Urea,3.35
Silt,6.47,0.3,50,18,33,27.74,40.81,505.62,Rice,Sowing,Spring,Canal,Urea,3.13
Sandy,8.16,1.9,159,55,66,11.65,36.6,94.58,Rice,Harvest,Winter,Rainfed,Zinc Sulphate,1.25
Clay,6.46,1.0,120,13,96,18.49,64.92,723.07,Maize,Vegetative,Spring,Rainfed,DAP,2.64
Sandy,6.3,0.61,68,80,73,22.49,85.47,2969.11,Sugarcane,Harvest,Summer,Sprinkler,Compost,267.23
Clay,5.3,0.26,50,59,34,15.53,54.34,441.8,Cotton,Vegetative,Spring,Canal,Urea,4.32
Sandy,5.73,2.12,28,79,81,24.17,64.98,189.72,Cotton,Flowering,Spring,Rainfed,Urea,2.35
Sandy,4.67,0.69,135,14,43,20.86,63.63,698.96,Sugarcane,Flowering,Spring,Rainfed,DAP,2.7
Loamy,7.03,1.73,134,79,108,16.31,40.36,588.09,Potato,Vegetative,Spring,Canal,NPK,8.9
Sandy,5.49,0.25,70,43,63,24.2,49.99,702.02,Potato,Harvest,Spring,Drip,Compost,203.66
Loamy,5.72,0.25,91,74,95,15.0,51.54,189.33,Rice,Harvest,Winter,Rainfed,Urea,0.51
Silt,7.58,2.92,147,27,43,36.9,65.97,1021.53,Cotton,Sowing,Summer,Sprinkler,DAP,1.32
Silt,5.81,2.02,81,36,37,17.15,50.61,149.69,Maize,Flowering,Winter,Drip,DAP,0.74
Loamy,5.47,0.24,77,19,10,16.82,42.97,150.61,Rice,Flowering,Winter,Sprinkler,DAP,1.15
Loamy,5.18,3.22,89,11,117,15.41,46.62,240.06,Sugarcane,Flowering,Spring,Canal,DAP,1.26
Clay,7.6,0.49,27,70,46,33.03,69.01,1732.12,Sugarcane,Harvest,Summer,Drip,Urea,1.69
Clay,5.02,3.41,82,31,39,32.82,84.07,1475.73,Wheat,Sowing,Summer,Sprinkler,DAP,1.02
